order	family	genus	id	position	name	accession	tech	length	single	duplicate	fragmented	missing	sum	category
Coleoptera	Coccinellidae	Coccinella	577	14	Coccinella_septempunctata	GCA_003568925.1	short	514957465	89.9	5.9	1.8	2.4	100	B
Coleoptera	Chrysomelidae	Ophraella	586	13	Ophraella_communa	GCA_902651945.1	none	774411302	87	8.5	1.8	2.7	100	B
Coleoptera	Chrysomelidae	Leptinotarsa	581	12	Leptinotarsa_decemlineata	GCA_000500325.2	short	641992784	91.7	0.9	3.8	3.6	100	B
Coleoptera	Chrysomelidae	Diabrotica	596	11	Diabrotica_virgifera_virgifera	GCA_003013835.2	short	2418073815	89.9	2	4.8	3.3	100	B
Coleoptera	Chrysomelidae	Callosobruchus	591	10	Callosobruchus_maculatus	GCA_900659725.1	none	1007816681	83.5	4	3.9	8.6	100	B
Coleoptera	Cerambycidae	Anoplophora	582	9	Anoplophora_glabripennis	GCA_000390285.2	short	706952781	96.6	1.9	0.8	0.7	100	B
Coleoptera	Carabidae	Pogonus	570	8	Pogonus_chalceus	GCA_002278615.1	short	280876046	92.9	0.8	3.2	3.1	100	B
Coleoptera	Buprestidae	Agrilus	571	7	Agrilus_planipennis	GCA_000699045.2	short	353056831	91.1	6.6	0.5	1.8	100	B
Blattodea	Termopsidae	Zootermopsis	597	6	Zootermopsis_nevadensis	GCA_000696155.1	short	485009472	98	0.4	0.7	0.9	100	A
Blattodea	Rhinotermitidae	Coptotermes	598	5	Coptotermes_formosanus	GCA_013340265.1	short	875711502	96.6	1.7	0.8	0.9	100	A
Blattodea	Kalotermitidae	Cryptotermes	599	4	Cryptotermes_secundus	GCA_002891405.2	short	1018932804	96.3	1.4	0.9	1.4	100	A
Blattodea	Ectobiidae	Blattella	600	3	Blattella_germanica	GCA_000762945.2	short	1796331457	93.5	2.3	1.8	2.4	100	A
Blattodea	Blattidae	Periplaneta	601	2	Periplaneta_americana	GCA_002939525.1	short	3374840130	87.9	5.3	4.1	2.7	100	A
Archaeognatha	Machilidae	Machilis	602	1	Machilis_hrabei	GCA_003456935.1	short	2144507099	57.5	0.4	22.3	19.8	100	B
